,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
803,2015-08-20,5918.896420175746,4386.545259878554,6343.128697955259,5918.89622454372,5918.89658877246,-558.9687839183202,-558.9687839183202,-558.9687839183202,-183.01297054900746,-183.01297054900746,-183.01297054900746,-375.9558133693128,-375.9558133693128,-375.9558133693128,0.0,0.0,0.0,5359.927636257426
804,2015-08-21,5919.640741251583,4571.278768545577,6641.025301375174,5919.640515886918,5919.640925999042,-325.2101018801094,-325.2101018801094,-325.2101018801094,65.94282505975065,65.94282505975065,65.94282505975065,-391.15292693986,-391.15292693986,-391.15292693986,0.0,0.0,0.0,5594.430639371473
805,2015-08-22,5920.38506232742,3690.6975036866215,5774.637599634316,5920.384810433857,5920.38526747129,-1124.7178844577002,-1124.7178844577002,-1124.7178844577002,-719.1742860254915,-719.1742860254915,-719.1742860254915,-405.5435984322086,-405.5435984322086,-405.5435984322086,0.0,0.0,0.0,4795.66717786972
806,2015-08-23,5921.129383403257,4315.167473406055,6363.939242682359,5921.129105628612,5921.12961164007,-616.5747811360585,-616.5747811360585,-616.5747811360585,-197.42391577868517,-197.42391577868517,-197.42391577868517,-419.15086535737333,-419.15086535737333,-419.15086535737333,0.0,0.0,0.0,5304.554602267198
807,2015-08-24,5921.873704479094,5493.500099599037,7485.22556310491,5921.873413460409,5921.873958144692,581.0618319702811,581.0618319702811,581.0618319702811,1013.04063356966,1013.04063356966,1013.04063356966,-431.9788015993789,-431.9788015993789,-431.9788015993789,0.0,0.0,0.0,6502.935536449375
808,2015-08-25,5922.618025554931,4711.991426805969,6728.327547901295,5922.617698980013,5922.618302873131,-220.33467506911467,-220.33467506911467,-220.33467506911467,223.67378073997972,223.67378073997972,223.67378073997972,-444.00845580909436,-444.00845580909436,-444.00845580909436,0.0,0.0,0.0,5702.283350485816
809,2015-08-26,5923.362346630768,4213.389590700907,6376.712140856246,5923.361993927643,5923.362643871271,-658.2410158023969,-658.2410158023969,-658.2410158023969,-203.04606701737,-203.04606701737,-203.04606701737,-455.1949487850269,-455.1949487850269,-455.1949487850269,0.0,0.0,0.0,5265.121330828371
810,2015-08-27,5924.106667706605,4200.497478007329,6387.2272174277,5924.1062885752035,5924.106991296386,-648.4788294148054,-648.4788294148054,-648.4788294148054,-183.01297054951547,-183.01297054951547,-183.01297054951547,-465.46585886529,-465.46585886529,-465.46585886529,0.0,0.0,0.0,5275.627838291799
811,2015-08-28,5924.850988782441,4490.66009539073,6606.625608566722,5924.850571081906,5924.851350429342,-408.77815519354874,-408.77815519354874,-408.77815519354874,65.94282505905406,65.94282505905406,65.94282505905406,-474.7209802526028,-474.7209802526028,-474.7209802526028,0.0,0.0,0.0,5516.0728335888925
812,2015-08-29,5925.5953098582795,3726.620192038568,5815.532298474793,5925.594872856091,5925.59570611078,-1202.0077781058255,-1202.0077781058255,-1202.0077781058255,-719.1742860240777,-719.1742860240777,-719.1742860240777,-482.8334920817477,-482.8334920817477,-482.8334920817477,0.0,0.0,0.0,4723.587531752454
813,2015-08-30,5926.339630934116,4191.148604876155,6301.014111988088,5926.33916331144,5926.340056287732,-687.0764431700176,-687.0764431700176,-687.0764431700176,-197.42391577928683,-197.42391577928683,-197.42391577928683,-489.65252739073077,-489.65252739073077,-489.65252739073077,0.0,0.0,0.0,5239.263187764099
814,2015-08-31,5927.083952009953,5364.379354399934,7528.263983352956,5927.08345206787,5927.084412570091,518.0335510976462,518.0335510976462,518.0335510976462,1013.0406335711236,1013.0406335711236,1013.0406335711236,-495.0070824734774,-495.0070824734774,-495.0070824734774,0.0,0.0,0.0,6445.117503107599
815,2015-09-01,5927.828273085789,4592.4567196898515,6714.263673451432,5927.827743869683,5927.828767049011,-275.0373791662979,-275.0373791662979,-275.0373791662979,223.673780741736,223.673780741736,223.673780741736,-498.7111599080339,-498.7111599080339,-498.7111599080339,0.0,0.0,0.0,5652.790893919491
816,2015-09-02,5928.5725941616265,4143.181882553627,6264.327903684971,5928.572024174884,5928.573120640345,-703.6160613516055,-703.6160613516055,-703.6160613516055,-203.04606701719,-203.04606701719,-203.04606701719,-500.5699943344155,-500.5699943344155,-500.5699943344155,0.0,0.0,0.0,5224.956532810021
817,2015-09-03,5929.316915237464,4167.505871057675,6254.738940387559,5929.31632160838,5929.317481055602,-683.4001407667884,-683.4001407667884,-683.4001407667884,-183.01297054898336,-183.01297054898336,-183.01297054898336,-500.387170217805,-500.387170217805,-500.387170217805,0.0,0.0,0.0,5245.916774470676
818,2015-09-04,5930.0612363133005,4473.993840373654,6516.698121572948,5930.060609858561,5930.061844801331,-432.02958157043076,-432.02958157043076,-432.02958157043076,65.94282505835741,65.94282505835741,65.94282505835741,-497.9724066287882,-497.9724066287882,-497.9724066287882,0.0,0.0,0.0,5498.03165474287
819,2015-09-05,5930.805557389138,3681.019974044303,5764.396234161897,5930.804901410163,5930.806195195328,-1212.324042652027,-1212.324042652027,-1212.324042652027,-719.1742860252972,-719.1742860252972,-719.1742860252972,-493.14975662672964,-493.14975662672964,-493.14975662672964,0.0,0.0,0.0,4718.481514737111
820,2015-09-06,5931.549878464974,4215.296112663409,6262.979970196401,5931.549192001941,5931.5505560403335,-683.1898648250009,-683.1898648250009,-683.1898648250009,-197.42391578115422,-197.42391578115422,-197.42391578115422,-485.76594904384666,-485.76594904384666,-485.76594904384666,0.0,0.0,0.0,5248.360013639974
821,2015-09-07,5932.294199540811,5538.8858770113175,7516.318121341193,5932.293480971388,5932.294921884826,537.3420445426636,537.3420445426636,537.3420445426636,1013.0406335698873,1013.0406335698873,1013.0406335698873,-475.6985890272235,-475.6985890272235,-475.6985890272235,0.0,0.0,0.0,6469.636244083475
822,2015-09-08,5933.038520616648,4642.967392296081,6737.337504252839,5933.037742168737,5933.039274845546,-239.19015029755306,-239.19015029755306,-239.19015029755306,223.6737807408347,223.6737807408347,223.6737807408347,-462.86393103838776,-462.86393103838776,-462.86393103838776,0.0,0.0,0.0,5693.848370319095
823,2015-09-09,5933.782841692486,4297.619170389032,6266.8451161090225,5933.782021112379,5933.783651930218,-650.2700113207991,-650.2700113207991,-650.2700113207991,-203.04606701701005,-203.04606701701005,-203.04606701701005,-447.2239443037891,-447.2239443037891,-447.2239443037891,0.0,0.0,0.0,5283.5128303716865
824,2015-09-10,5934.527162768322,4274.5986989503035,6419.24818120061,5934.526307687617,5934.5280017837085,-611.8053764221457,-611.8053764221457,-611.8053764221457,-183.0129705491295,-183.0129705491295,-183.0129705491295,-428.7924058730162,-428.7924058730162,-428.7924058730162,0.0,0.0,0.0,5322.7217863461765
825,2015-09-11,5935.271483844159,4616.340380669924,6614.817175058168,5935.270585907546,5935.272360215704,-341.69695504153333,-341.69695504153333,-341.69695504153333,65.94282505766084,65.94282505766084,65.94282505766084,-407.6397800991941,-407.6397800991941,-407.6397800991941,0.0,0.0,0.0,5593.5745288026255
826,2015-09-12,5936.015804919997,3803.0481409520435,5864.814448485042,5936.014855432208,5936.016693183926,-1103.07096092572,-1103.07096092572,-1103.07096092572,-719.174286025959,-719.174286025959,-719.174286025959,-383.896674899761,-383.896674899761,-383.896674899761,0.0,0.0,0.0,4832.944843994277
827,2015-09-13,5936.760125995834,4264.233843598816,6451.127709275012,5936.759134843141,5936.761060602968,-555.179619498447,-555.179619498447,-555.179619498447,-197.42391578054173,-197.42391578054173,-197.42391578054173,-357.75570371790536,-357.75570371790536,-357.75570371790536,0.0,0.0,0.0,5381.5805064973865
828,2015-09-14,5937.50444707167,5554.523380253623,7645.923018898537,5937.503419125956,5937.505423814858,683.5690069586312,683.5690069586312,683.5690069586312,1013.0406335703873,1013.0406335703873,1013.0406335703873,-329.47162661175594,-329.47162661175594,-329.47162661175594,0.0,0.0,0.0,6621.073454030302
829,2015-09-15,5938.248768147507,4841.455846306709,6959.0620456075085,5938.247697296244,5938.249778141926,-75.68591234528276,-75.68591234528276,-75.68591234528276,223.67378073993348,223.67378073993348,223.67378073993348,-299.35969308521624,-299.35969308521624,-299.35969308521624,0.0,0.0,0.0,5862.562855802224
830,2015-09-16,5938.993089223345,4475.24164690626,6505.522904975474,5938.991988208258,5938.9941348180655,-470.8382287379205,-470.8382287379205,-470.8382287379205,-203.04606701703867,-203.04606701703867,-203.04606701703867,-267.7921617208818,-267.7921617208818,-267.7921617208818,0.0,0.0,0.0,5468.154860485424
831,2015-09-17,5939.737410299182,4474.224954131662,6554.7631889709755,5939.736262011502,5939.73849805328,-418.2059964175843,-418.2059964175843,-418.2059964175843,-183.01297054895926,-183.01297054895926,-183.01297054895926,-235.19302586862509,-235.19302586862509,-235.19302586862509,0.0,0.0,0.0,5521.5314138815975
832,2015-09-18,5940.481731375018,4740.5524238905,6832.905620990393,5940.48054616692,5940.482855062164,-136.08820391507766,-136.08820391507766,-136.08820391507766,65.94282505929556,65.94282505929556,65.94282505929556,-202.0310289743732,-202.0310289743732,-202.0310289743732,0.0,0.0,0.0,5804.393527459941
833,2015-09-19,5941.226052450856,3980.720196994124,6076.852907898207,5941.2248352918705,5941.227228612173,-887.9853920406234,-887.9853920406234,-887.9853920406234,-719.1742860245449,-719.1742860245449,-719.1742860245449,-168.81110601607844,-168.81110601607844,-168.81110601607844,0.0,0.0,0.0,5053.2406604102325
834,2015-09-20,5941.970373526692,4550.3588025879635,6616.738419401829,5941.969127832708,5941.971592752128,-333.48835311920334,-333.48835311920334,-333.48835311920334,-197.42391577992936,-197.42391577992936,-197.42391577992936,-136.06443733927398,-136.06443733927398,-136.06443733927398,0.0,0.0,0.0,5608.482020407489
835,2015-09-21,5942.71469460253,5860.7413844114235,7935.023297735184,5942.713406175376,5942.715958765792,908.7032871049798,908.7032871049798,908.7032871049798,1013.040633570887,1013.040633570887,1013.040633570887,-104.33734646590733,-104.33734646590733,-104.33734646590733,0.0,0.0,0.0,6851.417981707509
836,2015-09-22,5943.459015678367,4966.934497111906,7171.428938881118,5943.457672408876,5943.46036918008,149.49446795005736,149.49446795005736,149.49446795005736,223.67378073903217,223.67378073903217,223.67378073903217,-74.17931278897478,-74.17931278897478,-74.17931278897478,0.0,0.0,0.0,6092.953483628425
837,2015-09-23,5944.2033367542035,4637.504458998052,6724.81486163331,5944.201958447859,5944.204728002397,-249.17646924372698,-249.17646924372698,-249.17646924372698,-203.04606701674368,-203.04606701674368,-203.04606701674368,-46.13040222698327,-46.13040222698327,-46.13040222698327,0.0,0.0,0.0,5695.026867510476
838,2015-09-24,5944.94765783004,4646.46789969335,6796.882373190957,5944.946240071642,5944.949075131149,-203.72141342934415,-203.72141342934415,-203.72141342934415,-183.0129705491054,-183.0129705491054,-183.0129705491054,-20.70844288023874,-20.70844288023874,-20.70844288023874,0.0,0.0,0.0,5741.226244400696
839,2015-09-25,5945.691978905877,5035.512404198954,7028.864475480746,5945.690528536616,5945.6934495070245,67.54653737783697,67.54653737783697,67.54653737783697,65.9428250585989,65.9428250585989,65.9428250585989,1.6037123192380744,1.6037123192380744,1.6037123192380744,0.0,0.0,0.0,6013.238516283714
840,2015-09-26,5946.436299981715,4155.382487924032,6280.557032497279,5946.434791899857,5946.437809219232,-698.8037974574925,-698.8037974574925,-698.8037974574925,-719.1742860252067,-719.1742860252067,-719.1742860252067,20.37048856771419,20.37048856771419,20.37048856771419,0.0,0.0,0.0,5247.632502524222
841,2015-09-27,5947.180621057551,4800.457043105602,6838.304951599629,5947.1790669408365,5947.182169326792,-162.2088009736304,-162.2088009736304,-162.2088009736304,-197.42391577805148,-197.42391577805148,-197.42391577805148,35.2151148044211,35.2151148044211,35.2151148044211,0.0,0.0,0.0,5784.971820083921
842,2015-09-28,5947.924942133388,5868.856399645789,8057.8640026600815,5947.923326892868,5947.926547006391,1058.8706768649063,1058.8706768649063,1058.8706768649063,1013.0406335706144,1013.0406335706144,1013.0406335706144,45.83004329429191,45.83004329429191,45.83004329429191,0.0,0.0,0.0,7006.795618998294
843,2015-09-29,5948.6692632092245,5172.832217204253,7333.762797801111,5948.667587791549,5948.670903349291,275.6597390459026,275.6597390459026,275.6597390459026,223.6737807407884,223.6737807407884,223.6737807407884,51.98595830511431,51.98595830511431,51.98595830511431,0.0,0.0,0.0,6224.329002255127
